@relation creditos

@attribute nivelRenta {alto,medio,bajo}
@attribute patrimonio {alto,medio,bajo}
@attribute tamanoCredito REAL
@attribute edadPeticionario REAL
@attribute numeroHijos REAL
@attribute funcionario {si,no}
@attribute nivelEstudios {ninguno,licenciatura,posgrado}
@attribute autorizo {si,no}

@data
bajo,bajo,10000,49,6,si,licenciatura,no
medio,alto,54000,31,1,si,licenciatura,si
alto,alto,57000,29,1,si,licenciatura,si
medio,medio,71000,24,0,si,licenciatura,si
alto,alto,54000,47,1,no,ninguno,si
bajo,bajo,12000,33,5,no,licenciatura,no
bajo,bajo,38000,38,6,no,ninguno,no
medio,medio,68000,49,2,no,licenciatura,no
bajo,bajo,45000,32,4,si,posgrado,no
alto,medio,35000,52,0,si,licenciatura,si
alto,alto,77000,53,2,no,posgrado,si
bajo,medio,66000,22,1,no,ninguno,si
bajo,bajo,40000,60,4,si,ninguno,no
bajo,bajo,16000,50,6,si,ninguno,si
bajo,medio,77000,51,1,si,licenciatura,si
bajo,bajo,43000,42,6,no,ninguno,no
medio,bajo,38000,48,2,si,ninguno,si
medio,medio,56000,49,0,si,posgrado,si
bajo,bajo,35000,44,4,si,ninguno,no
medio,medio,34000,57,2,no,posgrado,no
medio,medio,43000,22,2,no,posgrado,si
medio,bajo,12000,28,0,no,ninguno,no
bajo,bajo,46000,37,5,no,ninguno,no
medio,medio,68000,46,1,si,licenciatura,si
alto,alto,70000,20,0,si,licenciatura,si
medio,medio,56000,54,0,si,posgrado,si
bajo,bajo,11000,58,4,no,licenciatura,no
alto,alto,76000,50,2,si,posgrado,si
medio,medio,73000,29,0,si,posgrado,si
bajo,bajo,45000,40,6,si,licenciatura,si
alto,alto,90000,38,0,si,licenciatura,no
bajo,bajo,9000,23,6,si,ninguno,si
medio,medio,40000,58,2,no,posgrado,si
medio,alto,92000,31,2,si,posgrado,si
medio,medio,70000,33,1,no,ninguno,no
medio,medio,78000,24,0,si,licenciatura,si
alto,alto,59000,23,2,si,licenciatura,si
alto,alto,64000,49,1,si,posgrado,si
medio,alto,85000,49,0,si,licenciatura,si
medio,medio,62000,58,1,no,ninguno,no
alto,medio,74000,57,1,no,licenciatura,no
bajo,bajo,43000,33,4,no,licenciatura,no
medio,medio,44000,34,2,si,licenciatura,si
medio,medio,59000,54,1,si,ninguno,si
bajo,bajo,2000,30,4,si,posgrado,no
medio,medio,69000,52,0,si,licenciatura,si
alto,alto,55000,51,0,si,licenciatura,si
bajo,bajo,32000,31,5,si,ninguno,no
bajo,medio,67000,52,1,no,posgrado,si
bajo,bajo,22000,56,5,si,ninguno,si
alto,alto,91000,35,2,no,posgrado,no
medio,medio,74000,37,1,si,licenciatura,si
medio,alto,98000,45,2,si,posgrado,si
medio,medio,72000,26,2,no,posgrado,no
alto,medio,54000,47,2,si,licenciatura,si
medio,alto,83000,29,2,si,licenciatura,si
bajo,bajo,4000,26,6,si,ninguno,no
medio,medio,31000,23,2,si,posgrado,si
medio,alto,68000,46,2,no,posgrado,si
bajo,bajo,3000,24,5,no,ninguno,no
medio,alto,84000,60,0,si,licenciatura,si
bajo,bajo,14000,31,4,no,licenciatura,no
bajo,medio,65000,48,1,si,licenciatura,si
medio,bajo,49000,43,0,no,ninguno,no
bajo,bajo,19000,39,6,no,posgrado,no
medio,bajo,19000,25,2,si,licenciatura,si
medio,bajo,51000,27,0,no,ninguno,si
medio,medio,66000,51,2,si,ninguno,no
alto,alto,68000,35,0,si,posgrado,no
bajo,bajo,15000,29,6,no,ninguno,no
medio,bajo,46000,54,1,si,ninguno,si
alto,alto,51000,47,0,si,licenciatura,si
bajo,bajo,43000,26,6,si,licenciatura,no
medio,medio,58000,41,2,si,posgrado,si
bajo,bajo,30000,59,5,si,licenciatura,no
alto,alto,60000,56,2,no,licenciatura,si
bajo,bajo,2000,45,5,no,ninguno,si
alto,alto,98000,23,0,no,posgrado,si
bajo,bajo,26000,28,6,no,ninguno,si
alto,alto,56000,36,2,no,licenciatura,si
bajo,bajo,16000,54,6,si,posgrado,no
alto,medio,77000,31,0,si,licenciatura,si
medio,alto,82000,25,1,si,posgrado,si
bajo,medio,68000,51,1,si,ninguno,si
medio,medio,32000,48,2,no,licenciatura,no
medio,medio,55000,41,1,si,licenciatura,si
bajo,bajo,34000,32,4,si,licenciatura,no
medio,medio,79000,48,1,si,licenciatura,si
medio,medio,42000,22,1,si,licenciatura,si
medio,medio,71000,30,0,si,licenciatura,si
bajo,bajo,23000,52,4,no,ninguno,no
medio,bajo,23000,25,1,no,ninguno,si
bajo,bajo,12000,59,6,no,ninguno,si
medio,medio,63000,26,0,si,posgrado,si
alto,alto,90000,41,2,si,posgrado,si
alto,alto,94000,34,0,si,posgrado,si
alto,medio,60000,45,1,si,licenciatura,si
alto,alto,71000,42,0,si,licenciatura,si
medio,medio,57000,47,2,si,ninguno,si
alto,alto,63000,42,2,si,licenciatura,no
medio,medio,43000,32,1,si,licenciatura,si
alto,alto,60000,40,1,si,licenciatura,si
medio,bajo,44000,26,1,si,ninguno,si
medio,bajo,50000,53,0,si,licenciatura,si
bajo,bajo,14000,52,5,no,ninguno,si
alto,alto,72000,34,2,si,posgrado,si
alto,medio,51000,39,0,no,licenciatura,si
alto,alto,73000,54,2,no,ninguno,si
alto,alto,75000,22,2,si,posgrado,si
bajo,medio,53000,32,2,si,licenciatura,si
alto,alto,92000,44,2,si,licenciatura,si
alto,medio,72000,37,1,no,licenciatura,no
alto,alto,52000,51,1,si,posgrado,si
medio,medio,62000,40,2,si,licenciatura,no
alto,medio,57000,24,2,si,licenciatura,si
medio,medio,76000,29,1,no,licenciatura,no
alto,alto,63000,38,1,si,posgrado,si
alto,alto,81000,34,1,si,licenciatura,si
bajo,bajo,33000,28,5,si,posgrado,no
alto,alto,57000,40,0,si,posgrado,si
medio,medio,52000,58,0,no,ninguno,no
bajo,medio,67000,43,2,si,ninguno,si
alto,medio,38000,24,2,si,posgrado,si
bajo,bajo,43000,32,5,no,ninguno,no
alto,alto,100000,53,2,si,licenciatura,no
medio,alto,50000,49,1,si,posgrado,si
alto,alto,64000,26,1,si,posgrado,si
alto,medio,68000,31,1,si,licenciatura,si
bajo,bajo,35000,20,6,si,ninguno,no
medio,alto,81000,45,0,si,posgrado,si
bajo,bajo,40000,28,4,si,licenciatura,no
medio,bajo,3000,20,2,no,ninguno,si
medio,medio,75000,33,0,si,ninguno,no
medio,alto,54000,55,0,si,licenciatura,si
alto,medio,60000,40,2,si,licenciatura,no
bajo,bajo,45000,50,5,no,ninguno,no
medio,medio,33000,30,0,si,licenciatura,si
alto,alto,50000,39,0,si,posgrado,si
medio,medio,67000,34,1,si,licenciatura,no
medio,medio,74000,48,2,no,licenciatura,no
alto,medio,34000,23,1,si,licenciatura,si
bajo,bajo,44000,50,5,si,ninguno,si
alto,alto,51000,29,2,si,posgrado,no
bajo,bajo,9000,49,5,no,ninguno,no
bajo,bajo,1000,45,5,si,licenciatura,no
bajo,bajo,16000,46,6,no,licenciatura,no
alto,alto,76000,29,1,si,posgrado,si
bajo,bajo,43000,45,4,no,licenciatura,no
medio,medio,46000,30,1,si,posgrado,si
bajo,bajo,15000,21,5,si,ninguno,no
alto,alto,58000,34,1,si,licenciatura,si
bajo,bajo,11000,33,4,si,licenciatura,no
medio,medio,48000,36,0,no,ninguno,no
alto,medio,42000,44,2,si,posgrado,no
bajo,bajo,4000,26,5,no,ninguno,no
bajo,bajo,36000,26,5,no,ninguno,no
medio,bajo,46000,24,1,no,ninguno,si
alto,alto,69000,26,0,no,posgrado,no
alto,alto,66000,51,2,si,posgrado,si
medio,medio,79000,51,2,si,licenciatura,si
medio,medio,55000,54,2,no,licenciatura,no
medio,bajo,12000,40,0,no,ninguno,si
bajo,bajo,37000,50,5,no,licenciatura,no
bajo,bajo,49000,52,4,si,licenciatura,no
alto,alto,52000,25,2,si,posgrado,si
medio,medio,78000,46,1,si,posgrado,si
bajo,bajo,46000,51,6,no,ninguno,no
medio,medio,66000,47,0,si,licenciatura,si
bajo,medio,62000,36,1,si,licenciatura,si
bajo,bajo,26000,40,5,si,licenciatura,no
medio,medio,76000,51,0,no,licenciatura,si
bajo,bajo,37000,53,6,no,ninguno,no
bajo,medio,71000,29,1,si,posgrado,si
bajo,bajo,20000,46,4,no,ninguno,no
bajo,bajo,43000,58,5,no,ninguno,no
alto,alto,99000,21,1,no,posgrado,si
alto,alto,63000,24,1,si,posgrado,si
medio,medio,69000,33,0,no,licenciatura,no
bajo,bajo,37000,60,5,si,licenciatura,no
medio,medio,65000,21,1,si,licenciatura,si
alto,alto,52000,32,0,si,licenciatura,no
medio,medio,41000,32,2,no,licenciatura,si
alto,alto,65000,42,0,si,licenciatura,si
bajo,bajo,3000,42,4,si,ninguno,si
medio,medio,46000,39,0,si,licenciatura,si
bajo,bajo,35000,56,4,no,ninguno,si
medio,medio,49000,53,1,si,licenciatura,si
bajo,bajo,24000,43,5,si,ninguno,no
alto,alto,77000,20,2,si,posgrado,si
bajo,medio,46000,36,0,no,licenciatura,si
medio,medio,57000,23,2,si,posgrado,si
bajo,bajo,2000,50,5,si,licenciatura,si
medio,medio,50000,50,0,si,licenciatura,si
medio,alto,75000,45,2,no,posgrado,si
medio,medio,74000,31,0,si,licenciatura,si
alto,alto,96000,36,1,si,licenciatura,si
bajo,medio,32000,42,0,si,licenciatura,si
medio,alto,50000,20,0,si,posgrado,si
alto,alto,72000,43,0,no,ninguno,si
medio,medio,43000,24,2,si,licenciatura,si
alto,alto,78000,53,2,no,licenciatura,si
medio,medio,35000,30,0,si,licenciatura,si
medio,medio,77000,25,0,si,posgrado,si
alto,medio,53000,42,2,si,licenciatura,si
medio,medio,55000,32,0,si,posgrado,si
alto,alto,81000,39,0,si,posgrado,si
medio,medio,56000,48,2,si,licenciatura,si
alto,alto,50000,50,1,si,posgrado,si
bajo,bajo,39000,47,6,no,ninguno,no
bajo,bajo,51000,45,5,no,ninguno,no
alto,alto,68000,32,1,si,licenciatura,si
alto,alto,88000,24,1,no,licenciatura,no
alto,alto,85000,36,0,si,licenciatura,si
alto,alto,66000,48,0,si,licenciatura,si
alto,alto,74000,46,1,si,licenciatura,si
bajo,bajo,12000,47,4,no,ninguno,no
bajo,medio,40000,22,2,si,posgrado,si
alto,alto,93000,32,1,no,posgrado,si
bajo,bajo,29000,50,4,si,ninguno,no
bajo,bajo,21000,25,6,si,licenciatura,no
medio,medio,31000,32,1,si,licenciatura,si
alto,alto,87000,60,1,no,licenciatura,no
bajo,bajo,10000,47,4,si,ninguno,no
bajo,bajo,34000,22,5,si,ninguno,no
medio,medio,57000,60,0,si,licenciatura,si
bajo,bajo,31000,34,6,si,ninguno,no
bajo,bajo,1000,22,6,no,ninguno,no
alto,medio,35000,60,0,si,licenciatura,si
bajo,bajo,24000,39,5,si,ninguno,no
bajo,bajo,16000,28,6,si,licenciatura,no
bajo,bajo,34000,42,5,si,licenciatura,no
alto,alto,55000,30,2,si,ninguno,si
medio,medio,51000,57,1,si,licenciatura,si
alto,alto,82000,35,2,no,posgrado,no
alto,alto,82000,40,2,no,posgrado,no
bajo,bajo,48000,23,5,no,ninguno,si
bajo,medio,38000,45,1,si,licenciatura,si
bajo,bajo,23000,55,6,si,licenciatura,si
alto,alto,88000,44,1,si,licenciatura,no
alto,alto,51000,58,0,si,licenciatura,si
alto,medio,39000,46,1,si,ninguno,si
alto,alto,86000,32,0,no,posgrado,si
bajo,medio,63000,40,1,si,licenciatura,si
bajo,bajo,43000,29,5,no,ninguno,no
medio,medio,47000,55,0,no,licenciatura,si
bajo,bajo,38000,46,4,si,licenciatura,no
medio,medio,33000,37,0,si,licenciatura,no
bajo,bajo,51000,50,6,si,licenciatura,no
alto,alto,92000,34,1,si,licenciatura,si
bajo,bajo,44000,24,5,si,ninguno,no
alto,alto,62000,38,2,no,licenciatura,si
bajo,bajo,6000,34,5,si,ninguno,no
alto,medio,30000,20,1,si,licenciatura,si
bajo,bajo,35000,31,6,si,ninguno,no
medio,bajo,23000,56,1,no,licenciatura,si
alto,alto,66000,44,1,si,posgrado,si
medio,medio,51000,33,0,si,licenciatura,no
bajo,bajo,27000,23,5,no,ninguno,no
bajo,bajo,5000,34,6,si,licenciatura,no
alto,medio,78000,36,1,si,posgrado,si
bajo,bajo,44000,22,6,no,ninguno,no
alto,alto,72000,52,1,no,posgrado,si
medio,medio,47000,46,2,si,licenciatura,no
medio,medio,36000,55,1,si,licenciatura,si
bajo,bajo,39000,43,6,si,licenciatura,no
alto,alto,71000,21,0,si,licenciatura,si
bajo,bajo,33000,49,6,no,ninguno,si
medio,alto,90000,57,0,si,posgrado,si
bajo,bajo,5000,49,4,no,ninguno,no
alto,alto,96000,44,1,si,posgrado,si
alto,alto,86000,55,2,si,licenciatura,si
medio,bajo,48000,47,0,si,ninguno,no
bajo,bajo,32000,26,5,si,ninguno,no
alto,alto,91000,32,1,si,licenciatura,si
bajo,bajo,34000,42,4,si,licenciatura,no
medio,medio,58000,21,1,si,licenciatura,si
medio,medio,71000,37,0,si,posgrado,si
bajo,bajo,2000,54,6,no,ninguno,no
bajo,bajo,36000,22,4,si,ninguno,no
alto,alto,91000,33,1,no,posgrado,si
alto,alto,95000,45,1,no,posgrado,si
alto,medio,62000,32,1,no,ninguno,no
bajo,medio,66000,26,2,si,licenciatura,si
medio,alto,85000,20,1,si,posgrado,si
medio,medio,66000,51,1,si,posgrado,no
alto,alto,89000,42,1,si,posgrado,si
bajo,medio,46000,37,0,si,licenciatura,si
alto,alto,89000,54,2,si,ninguno,si
medio,bajo,39000,55,0,si,ninguno,no
alto,alto,77000,43,0,no,licenciatura,si
alto,alto,60000,21,2,si,posgrado,si
alto,alto,97000,42,0,si,licenciatura,si
alto,medio,73000,35,2,si,ninguno,si
bajo,bajo,17000,44,6,no,ninguno,no
medio,alto,65000,48,1,si,posgrado,si
bajo,bajo,49000,37,6,si,ninguno,no
bajo,bajo,27000,51,6,si,licenciatura,si
alto,alto,52000,42,1,si,posgrado,si
alto,alto,87000,32,1,no,ninguno,no
bajo,bajo,21000,35,5,si,licenciatura,no
bajo,bajo,11000,31,5,si,posgrado,no
medio,medio,60000,23,2,no,ninguno,no
alto,alto,74000,58,2,no,posgrado,si
alto,alto,78000,30,0,si,licenciatura,si
medio,alto,69000,40,1,si,licenciatura,si
bajo,bajo,20000,22,6,si,licenciatura,no
bajo,bajo,46000,40,5,no,ninguno,no
alto,medio,33000,47,0,si,posgrado,si
alto,alto,84000,59,2,si,licenciatura,si
bajo,bajo,31000,45,6,no,posgrado,si
bajo,bajo,47000,32,6,si,ninguno,no
medio,medio,48000,47,0,si,posgrado,no
alto,alto,90000,20,1,si,posgrado,si
alto,alto,85000,33,0,si,licenciatura,si
medio,medio,52000,42,1,si,licenciatura,no
medio,medio,37000,35,0,si,licenciatura,si
medio,medio,72000,26,2,si,licenciatura,no
alto,alto,53000,54,2,si,licenciatura,si
alto,medio,48000,56,2,si,ninguno,si
medio,medio,52000,30,2,si,posgrado,no
medio,medio,33000,24,2,si,licenciatura,si
medio,medio,44000,59,1,si,licenciatura,no
bajo,bajo,34000,49,4,si,licenciatura,no
bajo,bajo,25000,21,5,si,licenciatura,no
bajo,bajo,39000,60,5,si,ninguno,no
medio,alto,84000,33,2,si,licenciatura,si
alto,medio,59000,54,0,si,licenciatura,si
medio,medio,54000,55,2,si,licenciatura,si
alto,alto,67000,33,0,si,licenciatura,si
medio,medio,42000,50,1,si,posgrado,no
medio,medio,35000,60,1,si,licenciatura,no
bajo,medio,78000,45,0,no,ninguno,no
medio,medio,36000,44,1,si,licenciatura,si
alto,alto,62000,22,1,si,licenciatura,no
medio,bajo,23000,60,2,si,posgrado,si
medio,medio,31000,47,1,si,posgrado,si
medio,medio,49000,42,2,no,posgrado,si
bajo,bajo,21000,44,5,si,licenciatura,no
alto,alto,63000,25,1,no,posgrado,si
bajo,bajo,23000,59,5,no,ninguno,no
bajo,medio,78000,60,0,si,licenciatura,no
alto,alto,58000,33,1,si,posgrado,si
bajo,bajo,36000,34,6,si,ninguno,no
medio,medio,41000,46,0,si,licenciatura,si
bajo,bajo,26000,49,5,si,licenciatura,no
alto,alto,84000,45,0,si,licenciatura,si
alto,alto,72000,20,0,si,posgrado,si
alto,alto,98000,39,2,no,licenciatura,si
medio,medio,70000,55,1,si,posgrado,si
bajo,medio,50000,51,2,si,licenciatura,si
bajo,bajo,15000,51,6,no,ninguno,no
bajo,bajo,22000,23,4,si,posgrado,no
medio,medio,45000,44,2,si,licenciatura,no
medio,bajo,41000,57,1,si,licenciatura,si
bajo,medio,73000,44,0,si,licenciatura,si
bajo,bajo,41000,42,5,no,ninguno,no
bajo,bajo,35000,56,6,si,licenciatura,no
medio,medio,77000,43,1,si,licenciatura,si
medio,alto,70000,40,2,si,licenciatura,no
alto,alto,77000,31,1,si,posgrado,si
alto,medio,66000,31,1,si,ninguno,si
medio,medio,61000,53,2,si,licenciatura,no
bajo,bajo,7000,34,4,no,ninguno,si
bajo,bajo,16000,57,6,si,ninguno,no
medio,bajo,37000,59,0,si,licenciatura,si
bajo,bajo,39000,32,6,no,ninguno,si
medio,alto,55000,49,0,no,licenciatura,si
bajo,bajo,9000,26,6,si,ninguno,no
medio,bajo,18000,27,0,si,licenciatura,si
alto,alto,55000,51,1,si,posgrado,si
medio,medio,32000,38,2,no,licenciatura,no
alto,medio,66000,42,0,si,licenciatura,no
alto,alto,57000,29,2,si,posgrado,no
medio,bajo,37000,48,0,si,ninguno,si
medio,alto,67000,24,0,si,licenciatura,si
bajo,bajo,12000,23,5,no,ninguno,no
bajo,bajo,47000,29,4,si,ninguno,no
medio,medio,52000,47,2,si,licenciatura,si
alto,medio,75000,58,2,si,licenciatura,si
medio,bajo,11000,29,1,no,ninguno,si
medio,alto,76000,38,1,no,posgrado,si
bajo,medio,72000,54,1,si,ninguno,si
alto,alto,54000,27,1,no,licenciatura,si
alto,alto,65000,43,0,si,posgrado,si
alto,alto,96000,48,0,si,licenciatura,si
alto,alto,53000,38,0,no,posgrado,si
bajo,bajo,11000,28,6,no,ninguno,no
bajo,bajo,41000,32,4,si,licenciatura,no
medio,alto,72000,58,2,si,licenciatura,si
bajo,bajo,14000,24,5,no,licenciatura,no
medio,medio,51000,54,0,no,posgrado,no
alto,alto,64000,32,1,si,posgrado,si
medio,alto,69000,53,2,si,posgrado,si
medio,medio,67000,52,0,si,posgrado,si
medio,medio,63000,52,2,no,licenciatura,no
alto,alto,68000,33,2,si,posgrado,si
medio,alto,78000,55,2,si,licenciatura,si
medio,alto,56000,25,0,si,posgrado,si
bajo,bajo,26000,58,4,si,licenciatura,no
bajo,bajo,27000,50,6,si,licenciatura,no
medio,medio,35000,54,0,si,licenciatura,si
bajo,bajo,50000,26,5,si,licenciatura,no
bajo,bajo,30000,58,5,no,ninguno,no
alto,medio,80000,47,0,no,ninguno,no
medio,bajo,9000,45,1,si,ninguno,no
medio,alto,60000,38,2,no,posgrado,si
bajo,bajo,33000,33,5,no,ninguno,no
medio,alto,99000,53,1,no,posgrado,si
alto,alto,58000,58,2,si,licenciatura,no
bajo,bajo,11000,54,6,si,licenciatura,no
alto,alto,78000,43,2,si,licenciatura,no
medio,medio,39000,51,1,si,licenciatura,si
alto,medio,51000,25,0,si,posgrado,si
bajo,bajo,2000,56,6,si,ninguno,no
bajo,bajo,50000,41,6,si,licenciatura,no
alto,alto,56000,42,2,si,posgrado,no
bajo,bajo,2000,35,5,no,ninguno,no
bajo,bajo,38000,56,4,no,licenciatura,no
alto,alto,57000,37,0,si,posgrado,si
medio,alto,65000,54,2,no,licenciatura,si
bajo,bajo,30000,58,6,si,ninguno,no
bajo,bajo,8000,43,6,si,ninguno,no
bajo,bajo,31000,28,6,no,posgrado,no
alto,alto,98000,49,2,si,posgrado,si
medio,medio,45000,51,2,si,licenciatura,no
bajo,bajo,38000,25,4,si,licenciatura,no
medio,medio,35000,37,1,si,licenciatura,si
medio,alto,99000,29,2,si,licenciatura,si
alto,alto,77000,28,1,si,posgrado,no
bajo,bajo,19000,50,4,si,licenciatura,si
medio,alto,58000,57,2,si,posgrado,si
medio,bajo,28000,27,1,no,licenciatura,no
bajo,bajo,7000,35,4,si,ninguno,no
medio,medio,79000,22,0,si,licenciatura,si
alto,alto,55000,36,1,no,posgrado,si
bajo,bajo,36000,33,5,si,licenciatura,no
alto,alto,79000,39,2,si,posgrado,si
alto,alto,76000,47,2,si,posgrado,no
alto,alto,76000,33,1,no,posgrado,si
alto,alto,95000,50,2,si,posgrado,si
bajo,medio,34000,43,2,si,licenciatura,no
medio,medio,33000,50,0,si,licenciatura,no
bajo,bajo,37000,48,5,si,licenciatura,no
medio,bajo,43000,30,1,si,licenciatura,si
alto,alto,95000,42,1,no,ninguno,no
medio,medio,38000,54,0,si,licenciatura,si
medio,medio,38000,51,2,si,posgrado,si
alto,alto,52000,41,2,si,posgrado,si
medio,medio,68000,48,1,si,ninguno,si
medio,medio,42000,46,2,si,licenciatura,si
bajo,bajo,1000,30,4,no,ninguno,no
alto,alto,79000,49,2,si,licenciatura,si
alto,alto,67000,41,2,si,posgrado,si
bajo,bajo,7000,40,6,no,licenciatura,no
medio,bajo,44000,56,1,si,ninguno,si
medio,medio,73000,37,1,si,licenciatura,si
bajo,bajo,41000,47,4,no,posgrado,no
alto,medio,54000,23,0,si,ninguno,si
bajo,bajo,30000,58,4,no,ninguno,no
bajo,bajo,21000,53,5,si,posgrado,no
medio,medio,77000,48,0,si,licenciatura,no
alto,alto,77000,28,2,no,posgrado,si
alto,medio,62000,52,2,si,posgrado,no
bajo,bajo,9000,45,4,si,ninguno,no
medio,bajo,29000,52,0,si,ninguno,no
alto,alto,68000,43,1,no,licenciatura,si
medio,medio,58000,34,2,si,licenciatura,si
medio,bajo,49000,53,0,si,licenciatura,no
bajo,bajo,6000,54,6,no,licenciatura,si
medio,medio,36000,36,1,si,posgrado,si
medio,alto,66000,23,2,si,licenciatura,si
alto,alto,86000,33,0,si,ninguno,si
bajo,bajo,39000,36,5,no,ninguno,no
alto,alto,77000,44,1,si,posgrado,si
medio,alto,88000,60,0,si,posgrado,si
bajo,bajo,30000,40,4,si,ninguno,no
bajo,bajo,12000,51,6,no,ninguno,no
medio,bajo,18000,20,0,si,ninguno,si
alto,alto,67000,29,1,si,posgrado,si
alto,alto,60000,38,2,si,ninguno,si
medio,medio,75000,41,2,si,licenciatura,si
alto,alto,54000,60,2,no,licenciatura,si
alto,alto,91000,56,2,si,posgrado,si
bajo,bajo,50000,23,6,no,licenciatura,si
bajo,bajo,19000,24,6,no,ninguno,no
alto,alto,99000,59,2,si,posgrado,si
bajo,bajo,22000,47,6,si,ninguno,si
alto,alto,84000,45,2,si,posgrado,si
bajo,bajo,38000,22,5,no,ninguno,no
bajo,bajo,19000,59,6,no,ninguno,no
bajo,bajo,35000,56,6,si,licenciatura,no
alto,alto,94000,47,0,no,ninguno,no
medio,medio,79000,23,1,si,licenciatura,si
alto,alto,75000,36,2,si,posgrado,si
medio,alto,98000,41,0,si,licenciatura,si
bajo,bajo,37000,38,6,si,licenciatura,si
alto,alto,86000,57,0,si,posgrado,si
bajo,bajo,18000,22,5,si,ninguno,si
bajo,bajo,4000,40,6,no,ninguno,no
medio,medio,34000,32,1,si,posgrado,no
alto,medio,80000,29,0,no,licenciatura,si
alto,alto,65000,29,2,no,posgrado,si
alto,alto,85000,43,2,si,posgrado,si
medio,medio,62000,42,1,si,licenciatura,si
medio,bajo,27000,59,1,si,ninguno,si
medio,medio,31000,46,0,si,licenciatura,si
medio,medio,34000,38,0,si,licenciatura,si
alto,alto,93000,49,1,si,licenciatura,si
medio,medio,68000,54,2,si,licenciatura,si
alto,alto,79000,21,0,si,posgrado,si
medio,medio,37000,35,0,si,ninguno,no
medio,medio,80000,27,0,si,licenciatura,si
alto,medio,46000,56,0,no,posgrado,no
medio,medio,58000,33,1,si,posgrado,no
alto,alto,86000,39,2,si,posgrado,si
medio,alto,96000,44,2,si,posgrado,si
medio,alto,89000,20,0,no,licenciatura,no
bajo,bajo,30000,22,4,si,licenciatura,no
medio,medio,76000,52,2,si,posgrado,si
bajo,bajo,50000,50,6,si,licenciatura,no
medio,alto,65000,54,2,si,posgrado,si
bajo,bajo,14000,46,4,si,ninguno,si
bajo,bajo,41000,57,5,si,ninguno,no
medio,bajo,7000,21,2,si,ninguno,no
alto,medio,51000,27,1,si,licenciatura,si
alto,alto,87000,42,2,si,posgrado,no
bajo,bajo,33000,36,5,no,ninguno,no
alto,medio,40000,47,0,no,ninguno,no
bajo,bajo,24000,23,5,si,ninguno,no
medio,medio,31000,56,1,no,ninguno,si
alto,alto,85000,33,0,si,posgrado,si
alto,alto,60000,45,0,si,posgrado,si
alto,alto,66000,38,1,no,posgrado,si
medio,medio,66000,56,1,si,licenciatura,si
medio,alto,77000,59,2,si,posgrado,si
medio,bajo,36000,20,0,si,ninguno,si
alto,alto,82000,47,1,si,posgrado,si
medio,medio,74000,22,0,si,licenciatura,si
medio,alto,86000,22,2,si,posgrado,si
bajo,bajo,7000,49,6,si,ninguno,no
alto,alto,82000,45,2,si,posgrado,si
alto,alto,85000,27,1,no,posgrado,si
alto,alto,72000,32,2,si,posgrado,si
alto,alto,81000,28,0,si,licenciatura,si
medio,bajo,40000,52,2,no,ninguno,no
bajo,bajo,3000,24,5,si,ninguno,no
medio,medio,76000,21,2,no,ninguno,si
medio,medio,61000,34,1,si,ninguno,si
bajo,bajo,10000,42,4,si,ninguno,no
bajo,bajo,39000,33,4,si,licenciatura,si
bajo,bajo,35000,23,4,no,ninguno,no
alto,alto,79000,32,1,no,licenciatura,si
bajo,medio,54000,43,0,si,licenciatura,si
bajo,bajo,50000,29,6,si,licenciatura,no
bajo,bajo,14000,53,5,si,licenciatura,no
alto,alto,55000,45,2,si,licenciatura,si
medio,bajo,16000,34,1,si,licenciatura,si
alto,alto,67000,52,2,si,posgrado,si
medio,alto,72000,40,0,si,licenciatura,si
alto,alto,94000,49,0,no,posgrado,no
bajo,medio,80000,47,0,si,posgrado,si
alto,alto,78000,27,1,si,licenciatura,si
medio,medio,49000,44,0,si,posgrado,si
bajo,bajo,48000,44,6,si,ninguno,no
medio,bajo,50000,54,0,si,ninguno,no
medio,medio,34000,21,0,si,licenciatura,si
alto,alto,53000,21,2,no,posgrado,si
bajo,bajo,18000,44,6,si,ninguno,no
alto,alto,58000,58,2,no,posgrado,si
medio,alto,67000,43,1,no,posgrado,si
bajo,bajo,30000,46,4,si,ninguno,no
alto,alto,67000,58,2,no,posgrado,si
medio,bajo,13000,42,0,no,ninguno,no
alto,alto,64000,47,2,no,licenciatura,si
alto,alto,82000,43,0,no,posgrado,no
alto,medio,79000,40,1,si,licenciatura,no
alto,alto,71000,26,2,si,posgrado,no
medio,medio,50000,25,0,si,licenciatura,si
bajo,bajo,39000,42,5,si,licenciatura,no
medio,alto,76000,47,2,si,ninguno,si
medio,alto,60000,20,2,no,licenciatura,si
bajo,bajo,42000,31,4,si,licenciatura,no
medio,medio,67000,21,2,si,ninguno,no
bajo,bajo,30000,32,5,no,ninguno,no
alto,alto,82000,45,1,no,posgrado,si
medio,bajo,49000,54,0,no,ninguno,no
medio,bajo,21000,58,0,si,licenciatura,no
alto,medio,36000,48,0,no,licenciatura,no
bajo,medio,76000,50,0,si,posgrado,si
medio,medio,36000,28,2,si,licenciatura,si
alto,alto,89000,60,2,no,posgrado,si
alto,alto,57000,56,2,si,posgrado,no
medio,alto,80000,40,2,si,posgrado,no
bajo,bajo,46000,33,6,si,licenciatura,no
medio,bajo,49000,59,1,si,licenciatura,si
